"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","playerid"
"Jim Maloney","Reds","25","20","9","2.54","33","33","14","5","0","","255.1","1048","189","77","72","13","110","3","5","19","0","244","","","","","","","","","","","","8.60","3.88","2.22","6.66","0.46",".203","1.17",".260","79.4%","2.62","","","","","","","","","","","","","53.3","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","73","","23.3%","10.5%","","","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","0.8","0.9","1.7","25 - 25","12.8%","","","","","","","2.87","35.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","133","109","79","57","83","93","95","110","149","137","","","","","","","","","","","","","","","","","","0","1008039"
"George Brunet","Angels","30","9","11","2.56","41","26","8","3","2","","197.0","798","149","64","56","9","69","8","3","3","3","141","","","","","","","","","","","","6.44","3.15","2.04","6.81","0.41",".205","1.11",".243","75.3%","2.78","","","","","","","","","","","","","33.3","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","81","","17.7%","8.7%","","","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","1.1","-0.5","0.6","30 - 30","9.0%","","","","","","","3.32","27.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","96","113","84","48","87","87","92","103","112","100","","","","","","","","","","","","","","","","","","0","1001590"
"Ted Abernathy","Cubs","32","4","6","2.57","84","0","0","0","31","","136.1","572","113","49","39","7","56","13","5","6","0","104","","","","","","","","","","","","6.87","3.70","1.86","7.46","0.46",".221","1.24",".265","76.1%","3.00","","","","","","","","","","","","","10.8","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","85","","18.2%","9.8%","","","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","0.3","0.3","0.6","32 - 32","8.4%","","","","","","","3.40","29.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","127","91","88","57","91","98","97","105","116","128","","","","","","","","","","","","","","","","","","0","1000020"
"Lindy McDaniel","Cubs","29","5","6","2.59","71","0","0","0","2","","128.2","538","115","45","37","12","47","20","0","7","0","92","","","","","","","","","","","","6.44","3.29","1.96","8.04","0.84",".234","1.26",".266","80.6%","3.40","","","","","","","","","","","","","4.7","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","96","","17.1%","8.7%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","0.2","1.0","1.3","29 - 29","8.4%","","","","","","","3.40","28.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","113","96","95","104","96","100","97","111","109","114","","","","","","","","","","","","","","","","","","0","1008441"
"Jim Bunning","Phillies","33","19","9","2.60","39","39","15","7","0","","291.0","1191","253","92","84","23","62","10","12","1","0","268","","","","","","","","","","","","8.29","1.92","4.32","7.82","0.71",".226","1.08",".278","79.7%","2.47","","","","","","","","","","","","","60.2","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","73","","22.5%","5.2%","","","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","-0.3","1.1","0.8","33 - 33","17.3%","","","","","","","2.33","29.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","66","212","92","88","93","86","102","110","144","68","","","","","","","","","","","","","","","","","","0","1001653"
"Pete Richert","Senators","25","15","12","2.60","34","29","6","0","0","","194.0","794","146","64","56","18","84","7","2","9","1","161","","","","","","","","","","","","7.47","3.90","1.92","6.77","0.84",".206","1.19",".242","81.2%","3.39","","","","","","","","","","","","","25.3","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","94","","20.3%","10.6%","","","-0.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","1.0","1.0","2.0","25 - 25","9.7%","","","","","","","3.24","33.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","119","106","83","98","87","93","91","111","129","122","","","","","","","","","","","","","","","","","","0","1010922"
"Milt Pappas","Orioles","26","13","9","2.60","34","34","9","3","0","","221.1","891","192","81","64","22","52","3","3","5","0","127","","","","","","","","","","","","5.16","2.11","2.44","7.81","0.89",".230","1.10",".247","76.8%","3.41","","","","","","","","","","","","","26.8","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","97","","14.3%","5.8%","","","-0.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","1.0","0.4","1.4","26 - 26","8.4%","","","","","","","3.39","22.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","64","135","96","105","97","87","93","104","90","67","","","","","","","","","","","","","","","","","","0","1009989"
"Denny McLain","Tigers","21","16","6","2.61","33","29","13","4","1","","220.1","881","174","73","64","25","62","1","2","3","2","192","","","","","","","","","","","","7.84","2.53","3.10","7.11","1.02",".213","1.07",".248","81.3%","3.12","","","","","","","","","","","","","35.5","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","86","","21.8%","7.0%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","0.8","0.7","1.5","21 - 21","14.8%","","","","","","","2.63","31.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","77","171","87","120","90","84","94","111","138","81","","","","","","","","","","","","","","","","","","0","1008603"
"Ron Kline","Senators","33","7","6","2.63","74","0","0","0","29","","99.1","434","106","36","29","7","32","14","2","1","0","52","","","","","","","","","","","","4.71","2.90","1.63","9.60","0.63",".265","1.39",".290","79.9%","3.41","","","","","","","","","","","","","4.1","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","95","","12.0%","7.4%","","","-0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","-0.7","1.3","0.6","33 - 33","4.6%","","","","","","","3.85","21.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","88","89","118","75","112","109","110","109","76","85","","","","","","","","","","","","","","","","","","0","1007004"
"Mel Stottlemyre","Yankees","23","20","9","2.63","37","37","18","4","0","","291.0","1188","250","99","85","18","88","3","7","5","0","155","","","","","","","","","","","","4.79","2.72","1.76","7.73","0.56",".229","1.16",".252","76.9%","3.24","","","","","","","","","","","","","40.3","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","92","","13.1%","7.4%","","","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","1.0","1.1","2.1","23 - 23","5.6%","","","","","","","3.73","22.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","83","97","95","66","97","91","95","105","83","85","","","","","","","","","","","","","","","","","","0","1012579"
"Jim Perry","Twins","29","12","7","2.63","36","19","4","2","0","","167.2","679","142","57","49","18","47","2","3","4","0","88","","","","","","","","","","","","4.72","2.52","1.87","7.62","0.97",".226","1.13",".237","80.9%","3.76","","","","","","","","","","","","","15.2","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","102","","13.0%","6.9%","","","-1.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","1.2","1.0","2.2","29 - 29","6.0%","","","","","","","3.68","22.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","77","103","94","114","95","89","90","110","82","80","","","","","","","","","","","","","","","","","","0","1010213"
"Bob Shaw","Giants","32","16","9","2.64","42","33","6","1","2","","235.0","969","213","85","69","17","53","5","3","9","1","148","","","","","","","","","","","","5.67","2.03","2.79","8.16","0.65",".233","1.13",".262","75.0%","2.91","","","","","","","","","","","","","36.9","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","86","","15.3%","5.5%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","0.8","-0.1","0.7","32 - 32","9.8%","","","","","","","3.23","22.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","70","137","96","80","96","89","96","104","98","71","","","","","","","","","","","","","","","","","","0","1011819"
"Roy Face","Pirates","37","5","2","2.66","16","0","0","0","0","","20.1","85","20","6","6","1","7","5","0","2","0","19","","","","","","","","","","","","8.41","3.10","2.71","8.85","0.44",".256","1.33",".328","82.0%","2.32","","","","","","","","","","","","","2.9","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","69","","22.4%","8.2%","","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","-0.3","0.3","0.1","37 - 37","14.1%","","","","","","","2.71","31.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","107","133","104","55","105","105","119","113","143","107","","","","","","","","","","","","","","","","","","0","1003891"
"Marshall Bridges","Senators","34","1","2","2.67","40","0","0","0","0","","57.1","259","62","26","17","3","25","4","0","2","0","39","","","","","","","","","","","","6.12","3.92","1.56","9.73","0.47",".265","1.52",".307","73.7%","3.15","","","","","","","","","","","","","4.1","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","87","","15.1%","9.7%","","","-0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.7","0.2","-0.4","34 - 34","5.4%","","","","","","","3.75","25.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","119","86","119","56","112","119","116","100","96","111","","","","","","","","","","","","","","","","","","0","1001419"
"Steve Barber","Orioles","27","15","10","2.69","37","32","7","2","0","","220.2","897","177","79","66","16","81","5","2","8","0","130","","","","","","","","","","","","5.30","3.30","1.60","7.22","0.65",".217","1.17",".241","76.2%","3.41","","","","","","","","","","","","","26.1","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","97","","14.5%","9.0%","","","-0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","1.3","0.3","1.6","27 - 27","5.5%","","","","","","","3.75","25.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","101","88","89","77","92","92","91","104","92","104","","","","","","","","","","","","","","","","","","0","1000530"
"Bobby Bolin","Giants","26","14","6","2.76","45","13","2","0","2","","163.0","655","125","51","50","17","56","4","4","3","0","135","","","","","","","","","","","","7.45","3.09","2.41","6.90","0.94",".210","1.11",".244","83.1%","3.32","","","","","","","","","","","","","14.5","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","97","","20.6%","8.6%","","","-0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","1.1","1.2","2.3","26 - 26","12.1%","","","","","","","2.96","31.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","106","118","81","116","86","88","89","115","132","111","","","","","","","","","","","","","","","","","","0","1001146"
"Dick Joyce","Athletics","21","0","1","2.77","5","3","0","0","0","","13.0","55","12","7","4","0","4","0","0","2","1","7","","","","","","","","","","","","4.85","2.77","1.75","8.31","0.00",".235","1.23",".273","56.3%","2.36","","","","","","","","","","","","","3.1","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","64","","12.7%","7.3%","","","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","-0.3","-0.3","21 - 21","5.5%","","","","","","","3.75","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","84","96","102","0","99","97","103","77","81","84","","","","","","","","","","","","","","","","","","0","1006635"
"Don Drysdale","Dodgers","28","23","12","2.77","44","42","20","7","1","","308.1","1262","270","113","95","30","66","11","12","11","0","210","","","","","","","","","","","","6.13","1.93","3.18","7.88","0.88",".228","1.09",".254","76.8%","3.18","","","","","","","","","","","","","30.3","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","102","","16.6%","5.2%","","","-0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","1.7","0.2","1.9","28 - 28","11.4%","","","","","","","3.03","24.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","66","156","93","108","93","86","93","106","106","68","","","","","","","","","","","","","","","","","","0","1003516"
"Ron Nischwitz","Tigers","27","1","0","2.78","20","0","0","0","1","","22.2","90","21","10","7","2","6","1","0","2","0","12","","","","","","","","","","","","4.76","2.38","2.00","8.34","0.79",".250","1.19",".271","70.3%","3.40","","","","","","","","","","","","","1.0","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","94","","13.3%","6.7%","","","-0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.0","0.0","-0.1","27 - 27","6.7%","","","","","","","3.60","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","73","110","102","94","106","94","103","96","85","77","","","","","","","","","","","","","","","","","","0","1009604"
"Terry Fox","Tigers","29","6","4","2.78","42","0","0","0","10","","77.2","317","59","26","24","7","31","2","3","2","0","34","","","","","","","","","","","","3.94","3.59","1.10","6.84","0.81",".208","1.16",".215","80.5%","4.13","","","","","","","","","","","","","-2.7","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","115","","10.7%","9.8%","","","-1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.0","0.4","1.4","29 - 29","1.0%","","","","","","","4.29","22.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","109","60","84","96","88","91","81","110","68","113","","","","","","","","","","","","","","","","","","0","1004284"
"Robin Roberts","- - -","38","10","9","2.78","30","25","8","3","0","","190.2","762","171","73","59","18","30","4","1","2","0","97","","","","","","","","","","","","4.58","1.42","3.23","8.07","0.85",".234","1.05",".248","73.0%","3.21","","","","","","","","","","","","","24.6","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","94","","12.7%","3.9%","","","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","1.1","-0.6","0.5","38 - 38","8.8%","","","","","","","3.35","19.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","45","171","98","100","98","83","93","100","81","47","","","","","","","","","","","","","","","","","","0","1011046"
"Claude Osteen","Dodgers","25","15","15","2.79","40","40","9","1","0","","287.0","1169","253","95","89","19","78","10","3","4","1","162","","","","","","","","","","","","5.08","2.45","2.08","7.93","0.60",".233","1.15",".258","77.8%","3.10","","","","","","","","","","","","","31.2","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","99","","13.9%","6.7%","","","-0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","1.3","1.5","2.8","25 - 25","7.2%","","","","","","","3.54","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","84","102","94","74","95","91","94","107","88","87","","","","","","","","","","","","","","","","","","0","1009878"
"Billy Hoeft","Cubs","33","2","2","2.81","29","2","1","0","1","","51.1","217","41","21","16","3","20","2","0","0","0","44","","","","","","","","","","","","7.71","3.51","2.20","7.19","0.53",".208","1.19",".253","70.4%","2.73","","","","","","","","","","","","","6.8","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","78","","20.3%","9.2%","","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.3","-0.5","-0.2","33 - 33","11.1%","","","","","","","3.08","30.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","121","108","85","65","85","94","92","97","129","120","","","","","","","","","","","","","","","","","","0","1005893"
"Darrell Sutherland","Mets","23","3","1","2.81","18","2","0","0","0","","48.0","191","33","16","15","4","17","2","4","1","0","16","","","","","","","","","","","","3.00","3.19","0.94","6.19","0.75",".194","1.04",".193","78.5%","4.25","","","","","","","","","","","","","-1.9","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","124","","8.4%","8.9%","","","-1.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","1.0","0.1","1.1","23 - 23","-0.5%","","","","","","","4.47","19.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","110","46","73","93","79","82","71","108","53","116","","","","","","","","","","","","","","","","","","0","1012737"
"Chris Short","Phillies","27","18","11","2.82","47","40","15","5","2","","297.1","1216","260","102","93","18","89","8","5","5","0","237","","","","","","","","","","","","7.17","2.69","2.66","7.87","0.54",".232","1.17",".279","76.6%","2.66","","","","","","","","","","","","","54.9","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","79","","19.5%","7.3%","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","-0.4","0.9","0.6","27 - 27","12.2%","","","","","","","2.94","28.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","93","131","93","67","95","93","102","106","124","95","","","","","","","","","","","","","","","","","","0","1011931"
